RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
BCKCS-R,7,BETTK2A,8,INGEN2A,410,60
BCKCS-R,8,INGEN2A,9,ESTIG2A,501,60
BCKCS-R,9,ESTIG2A,10,EBOTK2A,509,60
BCKCS-R,10,EBOTK2A,11,ASBTK4A,322,60
BCKCS-R,11,ASBTK4A,12,ES12O2A,101,60
BCKCS-R,12,ES12O2A,13,CPATK2A,344,60
BCKCS-R,13,CPATK2A,14,ESPNU2A,543,60
BCKCS-R,14,ESPNU2A,15,C81TK2A,214,60
BCKCS-R,15,C81TK2A,16,GESTATA,648,60
BCKCS-R,16,GESTATA,17,COLTM2A,769,60
BCKCS-R,17,COLTM2A,18,SHETM2A,619,60
BCKCS-R,18,SHETM2A,19,ROOTM2A,608,40
BCKCS-R,19,ROOTM2A,20,GROTM4A,165,60
BCKCS-R,20,GROTM4A,21,CCOTM2A,695,60
BCKCS-R,21,CCOTM2A,22,CLITM3A,264,60
BCKCS-R,22,CLITM3A,23,VLUTM2A,347,60
BCKCS-R,24,PCOTM2A,25,SCNTM2A,1093,60
BCKCS-R,25,SCNTM2A,26,SPNTM2A,601,60
BCKCS-R,26,SPNTM2A,27,BRITM2A,330,60
BCKCS-R,27,BRITM2A,28,CVITM2A,638,60
BCKCS-R,28,CVITM2A,29,ESTLP2A,406,40
BCKCS-R,29,ESTLP2A,30,BSATM2A,700,60
BCKCS-R,30,BSATM2A,31,NCATM2A,847,60
BCKCS-R,31,NCATM2A,32,PPETM4A,644,60
BCKCS-R,32,PPETM4A,33,139TM2A,596,40
BCKCS-R,33,139TM2A,34,BOSTM2A,595,60
BCKCS-R,34,BOSTM2A,35,149TM3A,238,60
BCKCS-R,35,149TM3A,36,CPRAD1A,628,30
BCKCS-R,36,CPRAD1A,37,CAODB1A,567,40
BCKCS-R,37,CAODB1A,38,IBHDB1A,216,40
BCKCS-R,38,IBHDB1A,39,BHODB1A,364,40
BCKCS-R,39,BHODB1A,40,CRODB1A,226,40
BCKCS-R,40,CRODB1A,41,TERDB1A,270,40
BCKCS-R,41,TERDB1A,42,AVPDB1A,415,40
BCKCS-R,42,AVPDB1A,43,PIQDB4A,387,40
BCKCS-R,43,PIQDB4A,44,VDADB1A,17,40
BCKCS-R,44,VDADB1A,45,VILDB1A,409,40
BCKCS-R,45,VILDB1A,46,VEODB1A,336,40
BCKCS-R,46,VEODB1A,47,CANDB2A,897,40
BCKCS-R,47,CANDB2A,48,CA6DB2A,190,30
BCKCS-R,48,CA6DB2A,49,C5CDB2A,193,40
BCKCS-R,49,C5CDB2A,50,SAUDB2A,411,40
BCKCS-R,50,SAUDB2A,51,CA4DB2A,250,40
BCKCS-R,51,CA4DB2A,52,C3BDB2A,268,40
BCKCS-R,52,C3BDB2A,53,CAL1C2A,450,40
BCKMA-I,1,CAL1C1A,2,C3BDB1A,480,40
BCKMA-I,3,CA4DB1A,4,SAUDB1A,268,40
BCKMA-I,4,SAUDB1A,5,C5CDB1A,253,30
BCKMA-I,5,C5CDB1A,6,CA6DB1A,411,40
BCKMA-I,6,CA6DB1A,7,CANDB1A,192,40
BCKMA-I,7,CANDB1A,8,PARDB2A,500,40
BCKMA-I,8,PARDB2A,9,VEODB2A,337,40
BCKMA-I,9,VEODB2A,10,VILDB2A,398,40
BCKMA-I,10,VILDB2A,11,VDADB2A,400,40
BCKMA-I,11,VDADB2A,12,BOSDB3A,540,60
BCKMA-I,12,BOSDB3A,13,PIQDB4A,8,40
BCKMA-I,13,PIQDB4A,14,AVPDB2A,345,40
BCKMA-I,14,AVPDB2A,15,TERDB2A,407,40
BCKMA-I,15,TERDB2A,16,CRODB2A,200,40
BCKMA-I,16,CRODB2A,17,BHODB2A,284,40
BCKMA-I,17,BHODB2A,18,IBHDB2A,364,40
BCKMA-I,18,IBHDB2A,19,CAODB2A,216,40
BCKMA-I,19,CAODB2A,20,CPRAD2A,563,30
BCKMA-I,20,CPRAD2A,21,BOSTM1A,882,60
BCKMA-I,21,BOSTM1A,22,CA1391A,531,60
BCKMA-I,22,CA1391A,23,PAETM1A,418,60
BCKMA-I,23,PAETM1A,24,PPETM4A,362,60
BCKMA-I,24,PPETM4A,25,NCATM1A,509,60
BCKMA-I,25,NCATM1A,26,BSATM1A,847,60
BCKMA-I,26,BSATM1A,27,ESTLP1B,622,40
BCKMA-I,27,ESTLP1B,28,CVITM1A,482,60
BCKMA-I,28,CVITM1A,29,BRITM1A,638,60
BCKMA-I,29,BRITM1A,30,SPNTM1A,362,60
BCKMA-I,30,SPNTM1A,31,SCNTM1A,616,60
BCKMA-I,31,SCNTM1A,32,PCOTM1A,1099,60
BCKMA-I,32,PCOTM1A,33,VLUTM1A,431,60
BCKMA-I,33,VLUTM1A,34,CCOTM1A,880,60
BCKMA-I,34,CCOTM1A,35,GROTM4A,436,60
BCKMA-I,35,GROTM4A,36,ROOTM1A,102,40
BCKMA-I,36,ROOTM1A,37,SHETM1A,655,60
BCKMA-I,37,SHETM1A,38,ESTCO1B,626,40
BCKMA-I,38,ESTCO1B,39,PSMTK4A,477,60
BCKMA-I,39,PSMTK4A,40,MASMITA,177,60
BCKMA-I,40,MASMITA,41,C81TK1A,655,60
BCKMA-I,41,C81TK1A,42,ESPNU1A,305,60
BCKMA-I,42,ESPNU1A,43,ES12O1A,941,60
BCKMA-I,43,ES12O1A,44,ASBTK4A,61,60
BCKMA-I,44,ASBTK4A,45,EBOTK1A,424,60
BCKMA-I,45,EBOTK1A,46,ESTIG1A,655,60
BCKMA-I,46,ESTIG1A,47,INGEN1A,300,60
BCKMA-I,47,INGEN1A,48,BETAN1A,413,60
BCKMA-I,48,BETAN1A,49,C64TK1A,271,60
BCKMA-I,49,C64TK1A,50,LPAVA1A,891,60
BCKMA-I,50,LPAVA1A,51,GCVTM4A,602,60
BCKMA-I,51,GCVTM4A,52,UNATK1A,565,60
BCKMA-I,52,UNATK1A,53,VVETK1A,321,60
BCKMA-I,53,VVETK1A,54,AVNCE4A,554,60
BCKMA-I,54,AVNCE4A,55,MSOCE1A,293,60
BCKMA-I,55,MSOCE1A,56,PERVE3A,598,60
BCKMA-I,56,PERVE3A,57,IGLDB3A,274,60
BCKMA-I,57,IGLDB3A,58,PCACE3A,288,60
BCKMA-I,58,PCACE3A,59,POLCE3A,458,40
BCKMA-I,59,POLCE3A,60,ERVCE3A,324,30
BCKMA-I,60,ERVCE3A,61,ESTAMAN,353,40
BCKMA-R,1,ESTAMAN,2,MCACE3A,405,40
BCKMA-R,2,MCACE3A,3,C28CE3A,338,60
BCKMA-R,3,C28CE3A,4,LONCE3A,284,60
BCKMA-R,4,LONCE3A,5,PFACE3A,279,60
BCKMA-R,5,PFACE3A,6,MEFCE4A,139,60
BCKMA-R,6,MEFCE4A,7,IJACE3A,98,60
BCKMA-R,7,IJACE3A,8,AVNCE4A,782,60
BCKMA-R,8,AVNCE4A,9,VVETK2A,274,60
BCKMA-R,9,VVETK2A,10,UNATK2A,320,60
BCKMA-R,10,UNATK2A,11,GCVTM4A,536,60
BCKMA-R,11,GCVTM4A,12,LPAVA2A,643,60
BCKMA-R,12,LPAVA2A,13,C64TK2A,910,60
BCKMA-R,13,C64TK2A,14,BETTK2A,270,60
BCKMA-R,14,BETTK2A,15,INGEN2A,410,60
BCKMA-R,15,INGEN2A,16,ESTIG2A,501,60
BCKMA-R,16,ESTIG2A,17,EBOTK2A,509,60
BCKMA-R,17,EBOTK2A,18,ASBTK4A,322,60
BCKMA-R,18,ASBTK4A,19,ES12O2A,101,60
BCKMA-R,19,ES12O2A,20,CPATK2A,344,60
BCKMA-R,20,CPATK2A,21,ESPNU2A,543,60
BCKMA-R,21,ESPNU2A,22,C81TK2A,214,60
BCKMA-R,22,C81TK2A,23,GESTATA,648,60
BCKMA-R,23,GESTATA,24,COLTM2A,769,60
BCKMA-R,24,COLTM2A,25,SHETM2A,619,60
BCKMA-R,25,SHETM2A,26,ROOTM2A,608,40
BCKMA-R,26,ROOTM2A,27,GROTM4A,165,60
BCKMA-R,27,GROTM4A,28,CCOTM2A,695,60
BCKMA-R,28,CCOTM2A,29,CLITM3A,264,60
BCKMA-R,29,CLITM3A,30,VLUTM2A,347,60
BCKMA-R,30,VLUTM2A,31,PCOTM2A,476,60
BCKMA-R,31,PCOTM2A,32,SCNTM2A,1093,60
BCKMA-R,33,SPNTM2A,34,BRITM2A,330,60
BCKMA-R,34,BRITM2A,35,CVITM2A,638,60
BCKMA-R,35,CVITM2A,36,ESTLP2A,406,40
BCKMA-R,36,ESTLP2A,37,BSATM2A,700,60
BCKMA-R,37,BSATM2A,38,NCATM2A,847,60
BCKMA-R,38,NCATM2A,39,PPETM4A,644,60
BCKMA-R,39,PPETM4A,40,139TM2A,596,40
BCKMA-R,40,139TM2A,41,BOSTM2A,595,60
BCKMA-R,41,BOSTM2A,42,149TM3A,238,60
BCKMA-R,42,149TM3A,43,CPRAD1A,628,30
BCKMA-R,43,CPRAD1A,44,CAODB1A,567,40
BCKMA-R,44,CAODB1A,45,IBHDB1A,216,40
BCKMA-R,45,IBHDB1A,46,BHODB1A,364,40
BCKMA-R,46,BHODB1A,47,CRODB1A,226,40
BCKMA-R,47,CRODB1A,48,TERDB1A,270,40
BCKMA-R,48,TERDB1A,49,AVPDB1A,415,40
BCKMA-R,49,AVPDB1A,50,PIQDB4A,387,40
BCKMA-R,50,PIQDB4A,51,VDADB1A,17,40
BCKMA-R,51,VDADB1A,52,VILDB1A,409,40
BCKMA-R,52,VILDB1A,53,VEODB1A,336,40
BCKMA-R,53,VEODB1A,54,CANDB2A,897,40
BCKMA-R,54,CANDB2A,55,CA6DB2A,190,30
BCKMA-R,55,CA6DB2A,56,C5CDB2A,193,40
BCKMA-R,56,C5CDB2A,57,SAUDB2A,411,40
BCKMA-R,57,SAUDB2A,58,CA4DB2A,250,40
BCKMA-R,58,CA4DB2A,59,C3BDB2A,268,40
BCKMA-R,59,C3BDB2A,60,CAL1C2A,450,40
BCSMA-I,1,VERDB2A,2,CELDB2A,440,40
BCSMA-I,2,CELDB2A,3,CIRCU2A,250,40
BCSMA-I,3,CIRCU2A,4,PIQDB4A,363,40
BCSMA-I,4,PIQDB4A,5,ESCDB2A,224,40
BCSMA-I,5,ESCDB2A,6,CNEDB3A,274,60
BCSMA-I,6,CNEDB3A,7,CA6DB2A,399,30
BCSMA-I,7,CA6DB2A,8,C5CDB2A,193,40
BCSMA-I,8,C5CDB2A,9,SAUDB2A,411,40
BCSMA-I,9,SAUDB2A,10,CA4DB2A,250,40
BCSMA-I,10,CA4DB2A,11,C3BDB2A,268,40
BCSMA-I,11,C3BDB2A,12,CAL1C2A,450,40
BCSMA-I,12,CAL1C2A,13,149TM3A,440,60
BCSMA-I,13,149TM3A,14,CPRAD1A,628,30
BCSMA-I,14,CPRAD1A,15,CAODB1A,567,40
BCSMA-I,15,CAODB1A,16,IBHDB1A,216,40
BCSMA-I,16,IBHDB1A,17,BHODB1A,364,40
BCSMA-I,17,BHODB1A,18,CRODB1A,226,40
BCSMA-I,18,CRODB1A,19,TERDB1A,270,40
BCSMA-I,19,TERDB1A,20,AVPDB1A,415,40
BCSMA-I,21,PIQDB4A,22,VDADB1A,17,40
BCSMA-I,22,VDADB1A,23,EVIDB1A,338,60
BCSMA-I,23,EVIDB1A,24,GLACS1A,2020,80
BCSMA-I,24,GLACS1A,25,LLBCS1A,3970,80
BCSMA-I,25,LLBCS1A,26,CESCO1A,3212,80
BCSMA-I,26,CESCO1A,27,GATCS1A,3762,80
BCSMA-I,27,GATCS1A,28,GMAVI4A,2500,60
BCSMA-I,28,GMAVI4A,29,PAICT1A,232,60
BCSMA-I,29,PAICT1A,30,AQGCT3A,603,40
BCSMA-I,30,AQGCT3A,31,URRACCA,681,60
BCSMA-I,31,URRACCA,32,C39CT3A,521,60
BCSMA-I,32,C39CT3A,33,HNICT3A,347,60
BCSMA-I,33,HNICT3A,34,BOULECA,519,60
BCSMA-I,34,BOULECA,35,ESTAMAB,777,40
BCSMA-R,1,ESTAMAB,2,C26CT3A,794,40
BCSMA-R,2,C26CT3A,3,C32CT3A,517,60
BCSMA-R,3,C32CT3A,4,C41CT3A,751,60
BCSMA-R,4,C41CT3A,5,C49CT3A,914,60
BCSMA-R,5,C49CT3A,6,PAICT2A,548,60
BCSMA-R,6,PAICT2A,7,GMAVI4A,279,60
BCSMA-R,7,GMAVI4A,8,GATCS2A,2505,80
BCSMA-R,8,GATCS2A,9,CESCO1A,3701,80
BCSMA-R,9,CESCO1A,10,LLBCS2A,3013,80
BCSMA-R,10,LLBCS2A,11,GLACS2A,3970,80
BCSMA-R,11,GLACS2A,12,EVIDB2A,2494,60
BCSMA-R,12,EVIDB2A,13,VDADB2A,349,40
BCSMA-R,13,VDADB2A,14,ESCDB2A,483,40
BCSMA-R,14,ESCDB2A,15,CANDB2A,274,40
BCSMA-R,15,CANDB2A,16,CA6DB2A,399,30
BCSMA-R,16,CA6DB2A,17,C5CDB2A,193,40
BCSMA-R,17,C5CDB2A,18,SAUDB2A,411,40
BCSMA-R,18,SAUDB2A,19,CA4DB2A,250,40
BCSMA-R,19,CA4DB2A,20,C3BDB2A,268,40
BCSMA-R,20,C3BDB2A,21,CAL1C2A,450,40
BCSMA-R,21,CAL1C2A,22,149TM3A,440,60
BCSMA-R,22,149TM3A,23,CPRAD1A,628,30
BCSMA-R,23,CPRAD1A,24,CAODB1A,567,40
BCSMA-R,24,CAODB1A,25,IBHDB1A,216,40
BCSMA-R,25,IBHDB1A,26,BHODB1A,364,40
BCSMA-R,26,BHODB1A,27,CRODB1A,226,40
BCSMA-R,27,CRODB1A,28,TERDB1A,270,40
BCSMA-R,28,TERDB1A,29,AVPDB1A,415,40
BCSMA-R,29,AVPDB1A,30,PIQDB4A,387,40
BCSMA-R,30,PIQDB4A,31,CIRDB1A,386,40
BCSMA-R,31,CIRDB1A,32,CELDB1A,244,40
BCSMA-R,32,CELDB1A,33,VERDB1A,438,80
BCVAL-I,1,CAL1C1A,2,C3BDB1A,480,40
BCVAL-I,2,C3BDB1A,3,CA4DB1A,260,40
BCVAL-I,3,CA4DB1A,4,SAUDB1A,268,40
BCVAL-I,4,SAUDB1A,5,C5CDB1A,253,30
BCVAL-I,5,C5CDB1A,6,CA6DB1A,411,40
BCVAL-I,6,CA6DB1A,7,CANDB1A,192,40
BCVAL-I,7,CANDB1A,8,PARDB2A,500,40
BCVAL-I,8,PARDB2A,9,VEODB2A,337,40
BCVAL-I,9,VEODB2A,10,VILDB2A,398,40
BCVAL-I,10,VILDB2A,11,VDADB2A,400,40
BCVAL-I,11,VDADB2A,12,BOSDB3A,540,60
BCVAL-I,12,BOSDB3A,13,PIQDB4A,8,40
BCVAL-I,13,PIQDB4A,14,AVPDB2A,345,40
BCVAL-I,14,AVPDB2A,15,TERDB2A,407,40
BCVAL-I,15,TERDB2A,16,CRODB2A,200,40
BCVAL-I,16,CRODB2A,17,BHODB2A,284,40
BCVAL-I,17,BHODB2A,18,IBHDB2A,364,40
BCVAL-I,18,IBHDB2A,19,CAODB2A,216,40
BCVAL-I,19,CAODB2A,20,CPRAD2A,563,30
BCVAL-I,20,CPRAD2A,21,BOSTM1A,882,60
BCVAL-I,21,BOSTM1A,22,CA1391A,531,60
BCVAL-I,22,CA1391A,23,PAITM1A,427,60
BCVAL-I,23,PAITM1A,24,140TM3A,212,40
BCVAL-I,24,140TM3A,25,BALMO2A,683,60
BCVAL-I,25,BALMO2A,26,PPETM4A,130,60
BCVAL-I,26,PPETM4A,27,JJVAL1A,384,60
BCVAL-I,27,JJVAL1A,28,CEPVE1A,259,60
BCVAL-I,28,CEPVE1A,29,JUAVE1A,647,60
BCVAL-I,29,JUAVE1A,30,PINVE1A,719,60
BCVAL-I,30,PINVE1A,31,ESTAD1A,432,40
BCVAL-I,31,ESTAD1A,32,VENVE1A,403,60
BCVAL-I,32,VENVE1A,33,GUAVE1A,323,60
BCVAL-I,33,GUAVE1A,34,SFEVE1A,278,60
BCVAL-I,34,SFEVE1A,35,SPSVE1A,279,60
BCVAL-I,35,SPSVE1A,36,SCOVE1A,288,60
BCVAL-I,36,SCOVE1A,37,SCSVE1A,351,60
BCVAL-I,37,SCSVE1A,38,PJDVE1A,277,60
BCVAL-I,38,PJDVE1A,39,ERFVE1A,454,60
BCVAL-I,40,POLVE1A,41,LIMVE1A,268,60
BCVAL-I,41,LIMVE1A,42,PCAVE1A,219,60
BCVAL-I,42,PCAVE1A,43,VLOVE1A,711,60
BCVAL-I,43,VLOVE1A,44,BALBO1A,770,60
BCVAL-I,44,BALBO1A,45,PBAVE4A,87,60
BCVAL-I,45,PBAVE4A,46,MCOVE3A,148,60
BCVAL-I,46,MCOVE3A,47,TESVE1A,184,60
BCVAL-I,47,TESVE1A,48,ERHVE1A,416,60
BCVAL-I,48,ERHVE1A,49,ELEVE1A,310,60
BCVAL-I,49,ELEVE1A,50,C92VE1A,488,60
BCVAL-I,50,C92VE1A,51,S99VE1A,268,60
BCVAL-I,51,S99VE1A,52,CA5VE1A,272,60
BCVAL-I,52,CA5VE1A,53,OCTVE1A,446,60
BCVAL-I,53,OCTVE1A,54,ETLVE4A,213,60
BCVAL-I,54,ETLVE4A,55,DEPVE1A,77,60
BCVAL-I,55,DEPVE1A,56,APEVE1A,247,60
BCVAL-I,56,APEVE1A,57,ULAVE1A,496,60
BCVAL-I,57,ULAVE1A,58,HSFVE1A,270,60
BCVAL-I,58,HSFVE1A,59,HAMER1A,263,60
BCVAL-I,59,HAMER1A,60,CARVE1A,595,60
BCVAL-I,60,CARVE1A,61,ASEVE4A,126,50
BCVAL-I,61,ASEVE4A,62,OBARR3A,313,60
BCVAL-I,62,OBARR3A,63,ESTVARA,444,40
BCVAL-I,63,ESTVARA,64,CALVE3A,325,60
BCVAL-I,64,CALVE3A,65,CONVE3A,390,60
BCVAL-I,65,CONVE3A,66,ESTICAA,266,40
BCVAL-I,66,ESTICAA,67,IFAVE3A,285,60
BCVAL-I,67,IFAVE3A,68,MSAVE3A,484,60
BCVAL-I,68,MSAVE3A,69,PERVE3A,689,60
BCVAL-I,69,PERVE3A,70,IGLDB3A,274,60
BCVAL-I,70,IGLDB3A,71,PCACE3A,288,60
BCVAL-I,71,PCACE3A,72,CAMCE3A,640,60
BCVAL-I,72,CAMCE3A,73,MOGCE4A,59,60
BCVAL-I,73,MOGCE4A,74,ABACE1A,742,60
BCVAL-I,74,ABACE1A,75,PNACE1A,565,40
BCVAL-I,75,PNACE1A,76,ALBROCA,2518,40
BCVAL-R,1,ALBROCA,2,PNACE2A,3154,40
BCVAL-R,2,PNACE2A,3,ABACE2A,317,40
BCVAL-R,3,ABACE2A,4,MOGCE4A,993,60
BCVAL-R,4,MOGCE4A,5,ESTAMAL,1038,40
BCVAL-R,5,ESTAMAL,6,C27JA3A,497,60
BCVAL-R,6,C27JA3A,7,ESLOT1A,314,60
BCVAL-R,7,ESLOT1A,8,HSTJA3A,301,60
BCVAL-R,8,HSTJA3A,9,ESTOM1A,358,60
BCVAL-R,9,ESTOM1A,10,C45JA3A,478,60
BCVAL-R,10,C45JA3A,11,ARAJA4A,146,60
BCVAL-R,11,ARAJA4A,12,GERJA3A,102,60
BCVAL-R,12,GERJA3A,13,AV4CC3A,297,60
BCVAL-R,13,AV4CC3A,14,HSBCL3A,483,60
BCVAL-R,14,HSBCL3A,15,PNYCC3A,448,60
BCVAL-R,15,PNYCC3A,16,EINCC3A,518,60
BCVAL-R,16,EINCC3A,17,MULTI1A,588,60
BCVAL-R,17,MULTI1A,18,IDAAN3A,1078,60
BCVAL-R,18,IDAAN3A,19,CRUVHVA,919,60
BCVAL-R,19,CRUVHVA,20,ASEVE4A,90,50
BCVAL-R,20,ASEVE4A,21,CARVE2A,123,60
BCVAL-R,21,CARVE2A,22,TCAVE2A,209,60
BCVAL-R,22,TCAVE2A,23,HOSVE2A,250,60
BCVAL-R,23,HOSVE2A,24,ULAVE2A,532,60
BCVAL-R,24,ULAVE2A,25,APEVE2A,248,60
BCVAL-R,25,APEVE2A,26,DEPVE2A,433,60
BCVAL-R,26,DEPVE2A,27,ETLVE4A,216,60
BCVAL-R,27,ETLVE4A,28,OCTVE2A,156,60
BCVAL-R,28,OCTVE2A,29,CA5VE2A,422,60
BCVAL-R,29,CA5VE2A,30,S99VE2A,289,60
BCVAL-R,31,C92VE2A,32,ELEVE2A,357,60
BCVAL-R,32,ELEVE2A,33,ERHVE2A,330,60
BCVAL-R,33,ERHVE2A,34,TESVE2A,443,60
BCVAL-R,34,TESVE2A,35,PBAVE4A,324,60
BCVAL-R,35,PBAVE4A,36,ETBVE2C,149,40
BCVAL-R,36,ETBVE2C,37,VLOVE2A,726,60
BCVAL-R,37,VLOVE2A,38,PCAVE2A,707,60
BCVAL-R,38,PCAVE2A,39,LIMVE2A,300,60
BCVAL-R,39,LIMVE2A,40,POLVE2A,319,60
BCVAL-R,40,POLVE2A,41,ERFVE2A,198,60
BCVAL-R,41,ERFVE2A,42,PJDVE2A,452,60
BCVAL-R,42,PJDVE2A,43,SCSVE2A,316,60
BCVAL-R,43,SCSVE2A,44,SCOVE2A,226,60
BCVAL-R,44,SCOVE2A,45,SPSVE2A,401,60
BCVAL-R,45,SPSVE2A,46,SFEVE2A,212,60
BCVAL-R,46,SFEVE2A,47,GUAVE2A,239,60
BCVAL-R,47,GUAVE2A,48,ESTAD2C,1024,40
BCVAL-R,48,ESTAD2C,49,PINVE2A,434,60
BCVAL-R,49,PINVE2A,50,JUAVE2A,726,60
BCVAL-R,50,JUAVE2A,51,CCOVE2A,680,60
BCVAL-R,51,CCOVE2A,52,JJVAL2A,231,60
BCVAL-R,52,JJVAL2A,53,CCRUCEA,196,60
BCVAL-R,53,CCRUCEA,54,139TM2A,759,40
BCVAL-R,54,139TM2A,55,BOSTM2A,595,60
BCVAL-R,55,BOSTM2A,56,149TM3A,238,60
BCVAL-R,56,149TM3A,57,CPRAD1A,628,30
BCVAL-R,57,CPRAD1A,58,CAODB1A,567,40
BCVAL-R,58,CAODB1A,59,IBHDB1A,216,40
BCVAL-R,59,IBHDB1A,60,BHODB1A,364,40
BCVAL-R,60,BHODB1A,61,CRODB1A,226,40
BCVAL-R,61,CRODB1A,62,TERDB1A,270,40
BCVAL-R,62,TERDB1A,63,AVPDB1A,415,40
BCVAL-R,63,AVPDB1A,64,PIQDB4A,387,40
BCVAL-R,64,PIQDB4A,65,VDADB1A,17,40
BCVAL-R,65,VDADB1A,66,VILDB1A,409,40
BCVAL-R,66,VILDB1A,67,VEODB1A,336,40
BCVAL-R,67,VEODB1A,68,CANDB2A,897,40
BCVAL-R,68,CANDB2A,69,CA6DB2A,190,30
BCVAL-R,69,CA6DB2A,70,C5CDB2A,193,40
BCVAL-R,70,C5CDB2A,71,SAUDB2A,411,40
BCVAL-R,71,SAUDB2A,72,CA4DB2A,250,40
BCVAL-R,72,CA4DB2A,73,C3BDB2A,268,40
BCVAL-R,73,C3BDB2A,74,CAL1C2A,450,40
BCVEC-I,1,CAL1C1A,2,C3BDB1A,480,40
BCVEC-I,2,C3BDB1A,3,CA4DB1A,260,40
BCVEC-I,3,CA4DB1A,4,SAUDB1A,268,40
BCVEC-I,5,C5CDB1A,6,CA6DB1A,411,40
BCVEC-I,6,CA6DB1A,7,CANDB1A,192,40
BCVEC-I,7,CANDB1A,8,PARDB2A,500,40
BCVEC-I,8,PARDB2A,9,VEODB2A,337,40
BCVEC-I,9,VEODB2A,10,VILDB2A,398,40
BCVEC-I,10,VILDB2A,11,VDADB2A,400,40
BCVEC-I,11,VDADB2A,12,BOSDB3A,540,60
BCVEC-I,12,BOSDB3A,13,PIQDB4A,8,40
BCVEC-I,13,PIQDB4A,14,AVPDB2A,345,40
BCVEC-I,14,AVPDB2A,15,TERDB2A,407,40
BCVEC-I,15,TERDB2A,16,CRODB2A,200,40
BCVEC-I,16,CRODB2A,17,BHODB2A,284,40
BCVEC-I,17,BHODB2A,18,IBHDB2A,364,40
BCVEC-I,18,IBHDB2A,19,CAODB2A,216,40
BCVEC-I,19,CAODB2A,20,CPRAD2A,563,30
BCVEC-I,20,CPRAD2A,21,BOSTM1A,882,60
BCVEC-I,21,BOSTM1A,22,CA1391A,531,60
BCVEC-I,22,CA1391A,23,PAITM1A,427,60
BCVEC-I,23,PAITM1A,24,140TM3A,212,40
BCVEC-I,24,140TM3A,25,BALMO2A,683,60
BCVEC-I,25,BALMO2A,26,PPETM4A,130,60
BCVEC-I,26,PPETM4A,27,JJVAL1A,384,60
BCVEC-I,27,JJVAL1A,28,CEPVE1A,259,60
BCVEC-I,28,CEPVE1A,29,JUAVE1A,647,60
BCVEC-I,29,JUAVE1A,30,PINVE1A,719,60
BCVEC-I,30,PINVE1A,31,ESTAD1A,432,40
BCVEC-I,31,ESTAD1A,32,VENVE1A,403,60
BCVEC-I,32,VENVE1A,33,GUAVE1A,323,60
BCVEC-I,33,GUAVE1A,34,SFEVE1A,278,60
BCVEC-I,35,SPSVE1A,36,SCOVE1A,288,60
BCVEC-I,36,SCOVE1A,37,SCSVE1A,351,60
BCVEC-I,37,SCSVE1A,38,PJDVE1A,277,60
BCVEC-I,38,PJDVE1A,39,ERFVE1A,454,60
BCVEC-I,39,ERFVE1A,40,POLVE1A,288,60
BCVEC-I,40,POLVE1A,41,LIMVE1A,268,60
BCVEC-I,41,LIMVE1A,42,PCAVE1A,219,60
BCVEC-I,42,PCAVE1A,43,VLOVE1A,711,60
BCVEC-I,43,VLOVE1A,44,BALBO1A,770,60
BCVEC-I,44,BALBO1A,45,PBAVE4A,87,60
BCVEC-I,45,PBAVE4A,46,MCOVE3A,148,60
BCVEC-I,46,MCOVE3A,47,TESVE1A,184,60
BCVEC-I,47,TESVE1A,48,ERHVE1A,416,60
BCVEC-I,48,ERHVE1A,49,ELEVE1A,310,60
BCVEC-I,49,ELEVE1A,50,C92VE1A,488,60
BCVEC-I,50,C92VE1A,51,S99VE1A,268,60
BCVEC-I,51,S99VE1A,52,CA5VE1A,272,60
BCVEC-I,52,CA5VE1A,53,OCTVE1A,446,60
BCVEC-I,53,OCTVE1A,54,ETLVE4A,213,60
BCVEC-I,54,ETLVE4A,55,DEPVE1A,77,60
BCVEC-I,55,DEPVE1A,56,APEVE1A,247,60
BCVEC-I,56,APEVE1A,57,ULAVE1A,496,60
BCVEC-I,57,ULAVE1A,58,HSFVE1A,270,60
BCVEC-I,58,HSFVE1A,59,HAMER1A,263,60
BCVEC-I,59,HAMER1A,60,CARVE1A,595,60
BCVEC-I,60,CARVE1A,61,ASEVE4A,126,50
BCVEC-I,61,ASEVE4A,62,OBARR3A,313,60
BCVEC-I,62,OBARR3A,63,ESTVARA,444,40
BCVEC-I,63,ESTVARA,64,CALVE3A,325,60
BCVEC-I,64,CALVE3A,65,CONVE3A,390,60
BCVEC-I,65,CONVE3A,66,ESTICAA,266,40
BCVEC-R,1,HSBCL3A,2,PNYCC3A,448,60
BCVEC-R,2,PNYCC3A,3,EINCC3A,518,60
BCVEC-R,3,EINCC3A,4,MULTI1A,588,60
BCVEC-R,4,MULTI1A,5,IDAAN3A,1078,60
BCVEC-R,5,IDAAN3A,6,CRUVHVA,919,60
BCVEC-R,6,CRUVHVA,7,ASEVE4A,90,50
BCVEC-R,7,ASEVE4A,8,CARVE2A,123,60
BCVEC-R,8,CARVE2A,9,TCAVE2A,209,60
BCVEC-R,9,TCAVE2A,10,HOSVE2A,250,60
BCVEC-R,10,HOSVE2A,11,ULAVE2A,532,60
BCVEC-R,11,ULAVE2A,12,APEVE2A,248,60
BCVEC-R,12,APEVE2A,13,DEPVE2A,433,60
BCVEC-R,13,DEPVE2A,14,ETLVE4A,216,60
